,tweet,offensive,vlg,vio,HS_HS1,HS_HS2,HS_HS3,HS_HS5,HS_HS6,HS_NOT_HS
164,RT مستخدم صارت لي بالثانوي جيت متاخر وقالت طالعه مع واحد المشكله اهلي موصليني المدرسه وانا كنت غبيه ساكته ماعرف اتكلم  وجه يشتاط غضبا …,1,0,0,0,0,0,0,0,1
165,مستخدم مرة الجاية ختي Tag بدل تخلينا نفتش في الFolowing بتاعك  وجه يشتاط غضبا  قلب احمر ️,0,0,0,0,0,0,0,0,1
166,مستخدم ياريت  وجه بدموع الفرح  وجه الضفدع  قرد بحركه اليد لقول لا اري  قلب احمر ,0,0,0,0,0,0,0,0,1
167,دعايات زعل وخضرا ع التلفزيون الاردني بتمغص  وجه بقناع طبي  وجه متعب ,1,0,0,0,0,0,0,0,1
168,مستخدم برافو يا مريسيل اقسم باله انك أذكى اعلاميقولكم الدوري  قلب ازرق  بالريوس  وجه بدموع الفرح يا جمهور الأهلي اتركو المريسيل يتكتكهذا تكتيكه لدوري ليتحول لاهلي قلب اخضر الآسيوية أضاعها الهلال بسب المريسيل جعلهم يعيشون في وهم ترشيحه لهموسقطو في متاهات ومصيدة المريسيل كالعاده  وجه بدموع الفرح واكلهم اوراوا ساده  وجه بدموع الفرح  قرد  موز ,1,0,0,0,0,1,0,0,0
169,مستخدم تقلقن حنوك انت وياهم همداكم قسم اني مشغول واشغلتوني  وجه مكبوت ينفث البخار من انفه  يدان مفتوحتان  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
170,وش هالشفاحه والانحطاط بالتاق من اغلب البنات حتى لو العيال تغزلو بنت ترامب وغيره من اعذاركم السخيفه نظل بنات عجبك امدحي بنفسك وبين الي حولي مو لازم كل العالم تعرفك انك مشفوحه اله لا يبلانا  وجه بقناع طبي  بايع الكليجا,1,0,0,0,0,0,0,1,0
171,RT مستخدم ألحظه السعاده ياويلكم ياعذال تهزاوا مكاني واصل حدي ه وجه ضاحك مغمض العينين كلام عادي وربي في الزمن مردوا غدار في الشيطنه  وجه منصدم  وجه قلق ,0,0,0,0,0,0,0,0,1
172,ابعتيلى طيب  وجه بدموع الفرح  قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
173,ياخي الي يقولون انها كلمات محسن بن تركي اشفيه ترا لو صدق بيقولون ماهي جريمه يعني وبعدين هاني يبي شو منجد السالفه من البارح وباقي لحين سكين المطبخ  قلب مجروح  حياتك,0,0,0,0,0,0,0,0,1
174,RT مستخدم أمه في البيت كانت تناديه سلوميعصب  وجه مكبوت ينفث البخار من انفه يقول لا تقولين سلوم اسمي سليمان  محقق 🏻‍♂والحين خطيبته تناديه لومي يرد عليها اعصريني ل…,0,0,0,0,0,0,0,0,1
175,ايه الفراغ ده  وجه بدموع الفرح  وجه الضفدع ,0,0,0,0,0,0,0,0,1
176,RT مستخدم والى استجدعنا معاهم عضلات 🏻طلعوا مش صافين من جواهم  حركه اليد لقول حسنا 🏻 ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
177,مستخدم ماتجي ي باع  نعجه ,1,0,0,0,0,0,0,0,1
178,مستخدم قاعد تشد وجهك وتلوي فمك وخشمك عشان تبان الغمازه مدري الحفره الي بوجهك  وجه بقناع طبي  ونظام خالف تعرف عشان رتويت يحمار الغلط غلط على الانثى والذكر مو عشان العيال سو غلط خلاص البنات يسون مثلهم وثاني شي الرجال ازعجوه برزقه وبالنهايه لو تعصر وجهك من هنا الى بكره ماراح تكون زين وتميلح  وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
179,بايع الكليجاعطيتم الحرية ولإسف  ابهام متجه لاسفل 🏻 تصرف غير لائق ابدا,0,0,0,0,0,0,0,0,1
180,مستخدم يقرف عمرك ياباسل  وجه بقناع طبي  قرد بحركه اليد لقول لا اري ,1,0,0,0,0,0,0,0,1
181,مستخدم  قرد بحركه اليد لقول لا اري  كومة من البراز امشي انت ي ماسوره قلب مجروح  كومة من البراز ,0,0,0,0,0,0,0,0,1
182,مستخدم الجوهره يتسع ل الف  وجه منصدم  الف كذبه و تواردت,0,0,0,0,0,0,0,0,1
183,روح روح  وجه مشمئز  وجه بدموع الفرح  اصبع السبابه مشيرا لاعلي 🏻 ليلى اسكندر قط قط اندمجت وجه بلا تعبير  م ىنقترم ىنقترم inqtrحساب تنزل فيه يومياتها والأماكن…,0,0,0,0,0,0,0,0,1
184,سحقا لك ولامثالك  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
185,مستخدم القطه الختاميه الي امس وجه غاضب ,0,0,0,0,0,0,0,0,1
186,RT مستخدم لما تكون بتفرج ع الماتش وامك تقولك هات قناه زي الوان وجه بدموع الفرح  وجه مبتسم بنظارة شمسيه  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
187,اله يجعلني كليجا بس  نعجه  بايع الكليجا,1,0,0,0,0,0,0,0,1
188,المشكلة دلوقتي يا جماعة ان بكرة مش الجمعة ولا بعده الجمعة وخد التقيلة بقي بعد بعد بكرة كمان مش الجمعة  وجه قلق  وجه متأمل  وجه يصرخ من الخوف  وجه غاضب ,0,0,0,0,0,0,0,0,1
189,كله بيتعوض الالفلوس ال بتبقا ف البنطلون ويتغسل بيهم وجه محبط  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
190,احسه وبعد اقول فهمتو  وجه يبكي بصوت عالي  سكين المطبخ ,0,0,0,0,0,0,0,0,1
191,مستخدم معلش يا زاتو كلنا لما بنكون مضايقين مش بنحب نتكلم  وجه مبتسم بعيون قلب وهي رخمة اما بتبقي زعلانة  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
192,احلام و اليسا ينعن ام الشخصيات الخرا متصنعات اكوه ياربي  وجه بقناع طبي  وجه يعطس ,1,0,0,0,0,0,0,0,1
193,مستخدم  قبضه موجهه للامام النت اهم حاجه بالدنيا,0,0,0,0,0,0,0,0,1
194,مستخدم رجعوها لسعرها الاولي أفضل  ابهام متجه لاعلي  ريال وقابلين بدون  قدح زجاجي بيبسي نبغى عرض خرافي نفس لي راح اشتر وحده 🥧 والثانية بريال  وجه مبتسم بعيون قلب لا تخلونا نروح لمنافسين لكم  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
195,بايع الكليجا انتحار جماعي  وجه يبكي  سكين المطبخ ,0,0,0,0,0,0,0,0,1
196,RT مستخدم الحيوان الي بالصوره شنو  وجه مقلوب  قلب مجروح  عيوني اجعتني  سكين المطبخ ,1,0,0,0,0,0,0,0,1
197,موطن الورد غمازة حبيبي وجه منصدم ,0,0,0,0,0,0,0,0,1
198,صارت بامسي قتل تورغوت  وجه يصرخ من الخوف  وجه مندهش و السلطان الخرا يبي يعدم ارطغرل  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
199,مستخدم انت همب نوري همب ملاك همب نهال همب راين شهد ويسو ومنال بنت شهد طولهم وسط البقيه سنافر لت الفراشه مشكوك في طولها  ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
200,برب بروح اشحنه وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
201,RT مستخدم قالت مريم ياليتني مت قبل هذا ولم تعلم أن في بطنها نبي  وجه مفكر  بعض الكربات قد تحمل في طياتها كرامات الاصبع الوسطي 🏻فلا تيأسوا إن…,0,0,0,0,0,0,0,0,1
202,مشافيح  وجه مشمئز  مرة يفشلو,1,0,0,0,0,0,0,0,1
203,مستخدم لا حسبي اله قصدي امدحج مالت وجه يبكي بصوت عالي  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
204,مستخدم رخمه في عينك قبضه موجهه للامام 🏻 ياملافظ السعد ع قول الفنانه احلام  وجه غير راضي ,1,0,0,0,0,0,0,0,1
205,مستخدم عيب في بنات يشوفون  شخص يخبط وجهه ‍♂️ شخص يخبط وجهه ‍♂️ قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
206,مستخدم مساعد جزار بينفع  وجه بدموع الفرح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
207,بايع الكليجاوباقي تقولوا حنا خفيفين واله الخفيفين أنتم لك أسبوع خاقين جعلكم العمى  الاصبع الوسطي 🏻 وجه بتشميقه ,1,0,0,0,0,0,0,1,0
208,مستخدم الجنسين خرفان ويفشلون تفو على هالاشكال وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
209,مستخدم على Periscope باك وجه مبتسم باستهزاء  قبضه موجهه للامام 🏽,0,0,0,0,0,0,0,0,1
210,اعطل ايشي تقعد عند حد بكنكن  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
211,مستخدم يمكن كذابه لا تعاطفون من مقطع كذب انا شفت سنابها غسلت يدي  ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼,1,0,0,0,0,0,0,0,1
212,مستخدم جماعة الوزير ترا هذي الكويت مو وزير وجه يشتاط غضبا  وجه غاضب  وجه محايد  وجه غاضب  وجه يشتاط غضبا  وجه غاضب  وجه يشتاط غضبا  وجه غاضب ,0,0,0,0,0,0,0,0,1
213,RT مستخدم  مربع ابيض صغير ️ إزيها دلوقت  مربع صغير اسود ️ مات  وجه قلق متعرق إسبوع وهي بتموت قدامى وأنا مش قادر أعملها حاجة  وجه محبط لكن ورحمة أمى من النهاردة أنا مش هقف ساكت  وجه يشتاط غضبا  ht…,0,0,0,0,0,0,0,0,1
214,RT مستخدم إلى مدمني القهوة وجه قمر جديد صحتين وجه مبتسم ️ صباح القهوة الطيبة وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
215,الهندي قاعد يثبت لمعزب إن الخروف  نعجه صار صديقه حتى ما يذبحه  وجه بدموع الفرح  اله يستر عاد ب  وجه يغمز  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
216,أخي  وجه مبتسم بعيون قلب لمن يغار قلب مجروح يقلب  موجه مائيه هالدنيا نار نار يعاتب  وجه مبتسم باستهزاء بعد بصرار وجه يشتاط غضبا ابوسه  علامه قبله ولا طاف  وجه مبتسم بنظارة شمسيه ولا شي صار  وجه بدموع الفرح بوح  طلاء اظافر ,0,0,0,0,0,0,0,0,1
217,مستخدم شيء مخزي  وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
218,RT مستخدم عزيزتي آلحياة تمگيجي بليز  احمر شفاه  طلاء اظافر قرف يقرفك مشنعك  وجه الضفدع  قلب مجروح ,1,0,0,0,0,0,0,0,1
219,مستخدم انا مش هرد هنا لينا جامعه تلمنا وجه بدموع الفرح  قبضه موجهه للامام  يد مرفوعه ,0,0,0,0,0,0,0,0,1
220,بايع الكليجا شكل الشباب والبنات وهم يبرون فعل الفاسدات الي عند البايع واله مقرف ويجيب لك سالفة بنت ترامب على اساس انه فعل راضين عنه ماكنه طلع هاشتاق يمنعون الحوج و الدشير بالتغزل الفاحش زي الفاحشات الي عند الرجال  ابهام متجه لاسفل 🏻,1,0,0,0,0,0,0,1,0
221,اكتر ناس بتغلط وحياتها كلها غلط هم اكتر ناس علي لسانهم الكلمه دي  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
222,مستخدم واله صادقه ياروني بس الانفتاح بنظرهم واله يستر من الي جاي  وجه منصدم ,0,0,0,0,0,0,0,0,1
223,RT مستخدم الطريقه التانية بي بل بس دي اضمن  قبضه موجهه للامام من البين مرة شهر كامل مدفوع,0,0,0,0,0,0,0,0,1
224,مستخدم لا ابغير البضاعه دامها لرجال ابيع قنابل على الزوجات قنبله فعاله وتنهي الضحيه بلحظه ولا تعطيه فرصه يتنفس  وجه يشتاط غضبا  وجه بدموع الفرح ,1,0,0,0,0,0,0,0,1
225,مستخدم عزاه  وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
226,كل شي ضدي اليوم وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
227,اشغلتو المسلم اله يشغل العدو ماقدر يبيع بسب البهائم الي لا كرامة والا حشمة  ابهام متجه لاسفل 🏻 بايع الكليجا,1,0,0,0,0,0,0,0,1
228,صلاه الجنازه القادمه انت اله يضيق صدوركم كرهتونا بكل شيء  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
229,مستخدم على ماهو وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
230,يا جماعة لأ شوفوا لنا حل فى Ala ده علاء لا آلاء علشان الإنسان بيحرج كتير بسب الحوار ده اكتبوا اسمكم بالعربى يا جماعة  وجه بقناع طبي  وجه بدموع الفرح  قلب مجروح ,0,0,0,0,0,0,0,0,1
231,بايع الكليجا¥خاص VIPلقوارير المعرض الجاي السم الهاري مجانا ظهر يد تشير الى اليمين 🏻 لاحيا ولامستحى  وجه يشتاط غضبا يارب سلم سلم,1,0,0,0,0,0,0,0,1
232,مستخدم وينك انتي من الصبح ندورك  وجه غاضب ,0,0,0,0,0,0,0,0,1
233,مستخدم وصلنا و في ناس متخلفه لسا تقول طروش بحر  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
234,مستخدم يارب اربي كلب  وجه الكلب  وجه مبتسم بعيون قلب ,0,0,0,0,0,0,0,0,1
