tweet,offensive
مستخدم الان تسحبيني في الكلام حتى اطعا في عرضك أو اسب مذهبك وحشى أن أقع في هذه الفخ لان انتي فتنه اله يشافي قلبك المريض من الغل والحقد يا صخله يا بعيره السب لغة الفاشل مثلك لا يستطيع الرد فقط السب أم الصنان  وجه مشمئز  وجه بقناع طبي ,1
مستخدم حركه حلوه صراحه انتظروني عندكم بالصيف  وجه بدموع الفرح  قبضه موجهه للامام 🏾,0
مستخدم هذا الصنيع قسم انه وجه الفقر  وجه يشتاط غضبا ,1
مستخدم قصيرة مب قزمه  وجه مكبوت ينفث البخار من انفه ,0
RT مستخدم وگيف آخبر آحبتي الموتا بمن آوجعني من بعدهم گيف اخبرهم رحمهم اله  وجه منصدم  قلب مجروح ,0
RT مستخدم خليكن ع الخاص وجه غير راضي  عم تمعشقو مع بعض وجه الضفدع تمعشقوا تمعشقوا  وجه بدموع الفرح نهايتكم أغنية عراقية وبيبسي ه  وجه مبتسم بهاله علي الراس و ندم و انتحار قلب مجروح اه نسيت وبلوك كم…,1
منشن لصحبك الى مخلى حياتك بائسه  وجه بدموع الفرح  قبضه موجهه للامام ,0
مستخدم بحس العكس  قبضه موجهه للامام 🏻,0
RT مستخدم ليش خركي يحكني ليش ليش  وجه يشتاط غضبا تبي تشوفه كيف ينبض اعمل رتويت,1
مستخدم عاد اله يعينكم على الموظفين الي في المطار كلهم أنفسهم شينه ويردون عليك من بالمنه كانك تشحذ منهم وش هالتعامل مع الناس اتمنى إنكم تأخذون دورة مكثفة في حسن التعامل مع الناس  ابهام متجه لاسفل 🏻,1
مستخدم كنت في الكويت من يومين شفت سعودين ناس فيهم خير وامارتين وشفنا ناس قلوبهم مشحونه حزنت لان مثل هالناس هم المظلومين مش القطرين قلوبهم كلها حقد وكره وهم شعب مالهم في السياسة لاناقة ولا جمل بس مع الخيل يا شقرة شفت الكل رافع علم قطر مع العلم الكويتي حسبي ع من كان السب  ابهام متجه لاسفل 🏻,1
بايع الكليجا وين الهيئة عن هالنعجات نخلص من الخرفان يطلع لنا نعجات وبعدين وياكم  وجه غاضب ,1
مستخدم يوافقون على وظائف فيها اختلاط وبعضهم تروح بزينتها  ابهام متجه لاسفل  ويشتكون من التحرش,1
RT مستخدم انا وكلبتي وخنيثي اخنث واروض فيهم واخليهم يتمقحبون ويتديثون عزبي  الاصبع الوسطي  قرد بحركه اليد لقول لا اتكلم  لسان ,1
الموضوع التافه شيلوه من الترند لعنه  وجه بقناع طبي ,1
مستخدم امين  وجه منصدم  قلب مجروح ,0
تغريدات ورخص فيهم بشكل  وجه مقلوب  قبضه موجهه للامام 🏻اثقلوا جعلكم البلش بايع الكليجا,1
وستندمون  وجه الضفدع ,0
مستخدم فشلونا حسبي اله عليهم اشكالهم يع وجه يبكي بصوت عالي  وجه مشمئز ,1
مستخدم حقارة بعيد عنك  وجه بقناع طبي ,1
RT مستخدم هلا ابوي ابوس هالجمال 🤮,0
مستخدم اختي انا مع مطالبك جمله وتفصيلا بس اسلوبك انا ضده تماما مافي شي اسمه أصل وفصل ومجنسات كلنا سعوديات وكلنا قبل اي شي مسلمات ترا محد داخل الجنه بأصله وفصله ابو لهب مافاده اصله وفصله ولا راح ندخل الجنه بهوياتاتنا هذا سعودي وهذا اجنبي شامه ربحه العنصريه كثير من فتره ع تويتر  وجه بقناع طبي ,0
مستخدم ه بعد التاق ينزل صورته يخاف من العين وسذا  وجه متلذذ  وجه مكبوت ينفث البخار من انفه  يتدحرج على الارض من الضحك الراقل يبي الشهره باي طريقه يتدحرج على الارض من الضحك  شخص يجري 🏼‍ رمز المؤنث ️ شخص يجري 🏼‍ رمز المؤنث ️,0
كرهت المسلسل خلاص  وجه بقناع طبي  معفن ياخي,1
الحمد له دحين عرفنا مين يجي عندنا في الاجازات وافهم يافهيم اهل الرياض رجاء لا تزورونا في جدة 🤮 وجه مشمئز  بايع الكليجا,1
 الاصبع الوسطي  وجه قلق جيبوه,0
الوضع كل ماله ويتدهور المقحبه ع كف من يشيل  ابهام متجه لاسفل  بايع الكليجا,1
ناقصات عقل ودين وحيا لابارك اله في تربيتكن ترا الرجال متزوج وعنده بنت وش ذنب زوجته وبنته بمحنتك انتي وياها  نار  حذاء رجل  بايع الكليجا,1
مستخدم كله إلا الشرف البندقه ياهريدي وجه غاضب ,0
لما يصير ابوها چلب بس لازم تفتخر فيه كومة من البراز ,0
بايع الكليجاواله واله انكم ماتستحون  وجه مرتبك  قبضه موجهه للامام 🏻,1
بايع الكليجامحتاجين أبو لهب يدفن بنات الذين وكثر ما انتقدنا تصرفه الا اني اشوف انه صادق  وجه بابتسامه خفيفه  قبضه موجهه للامام ,0
مستخدم رحنا وياليتنا مارحنا  وجه يشتاط غضبا  وجه متجهم  وجه مكروب ,0
بايع الكليجا حسبي اله عليكن ياكثركن كيف اخذه انا الحين  سكين المطبخ ,1
مستخدم الثقة  ملعقه  سكين المطبخ  وجه بابتسامه خفيفه ,0
مستخدم شكرا  وجه بابتسامه خفيفه  سكين المطبخ ,0
مستخدم ريحتها زقان وجه بقناع طبي ,1
مستخدم لو احد مصع اذنك ماعاد تساويه مره ثانيه وجه قمر جديد  يدان مفتوحتان  قبضه موجهه للامام  وجه غير راضي ,0
مستخدم ما استحيتي و انتي حاطه صورتك و الا سنابك ايش التناقض العجيب ذا وجه مرتبك  سكين المطبخ ,1
RT مستخدم بتلع ارتاح انهلكت ادعمو حسابي ابخش احصله يفتح النفس  الاصبع الوسطي  علامه قبله  قرد بحركه اليد لقول لا اتكلم ,0
الي صاير اوفر واله صرتوا تخقون ع اي شي  وجه بقناع طبي  سكين المطبخ  بايع الكليجا,1
بايع الكليجاتجيك بعد م تطلع محنتها تقول الموضوع طقطقة واله لا يسامح الي يقذفني ويتكلم ف تربية اهلي ترى حنا كلنا نشوفك شي بس ما ودي اقوله ابهام متجه لاسفل 🏻,1
أحلى شي لما يخلص الدوام بدري ولكن المصيبه اذا كلمتي السواق وقال انا فيه تاخير ونص هنا تموتين  وجه محبط مالك الا تلعبين لودو لين يجي السواق  وجه مكبوت ينفث البخار من انفه ,0
مستخدم هذول تاج روسكم يامهلكة الفلس  الاصبع الوسطي ,1
RT مستخدم جب قبضه موجهه للامام 🏼,0
صورلي جسمكم بالخاص والي يعجبني اكافئه  كومة من البراز  وجه يشتاط غضبا  قلب ️ بيكيني  ليز تومبوي ليزبيان لزبيان سحاق سحاقيه كلبة عمه سكس نيك مشتهيه محونه محنه طيزي خرقي كسي ذل محارم خنيث ديوث كلب فحل فحلة ديرتيه ديرتي مشتهيه مطلقه سالب قحبه لزلز ديرتية فويس محونه,1
مستخدم مسكوه متلبس  قلب مجروح  وجه مبتسم متعرق  سكين المطبخ ,0
اسمعوا ياحظي اسمعوا ايش يقول  شخص يخبط وجهه ‍ رمز المؤنث ️ قبضه موجهه للامام ,0
RT مستخدم كنترول مردغ الجميع محد سأل عني  وجه بميزان حراره في الفم  وجه بقناع طبي  قلب مجروح ,0
مستخدم بنت العم  وجه منصدم  قلب ازرق ,0
افضح معنفك مدرس ايام المتوسطه واله ياكان يصفقن بس الصدز اني استاهل وليد الحربي ياصمغان اذا تشوف رسالتي اطلعلي اذا بك خير  وجه يشتاط غضبا  وجه بدموع الفرح  قلب ازرق ,1
مستخدم فشلونا واله هالمشافيح  وجه بقناع طبي ,1
مستخدم فشلونا حسبي اله عليهم من بنات  وجه منصدم ترا محنا كذا كلنا هاذي عينه تعبانه  وجه يبكي بصوت عالي وين الحياء الرجال استحى وهم لا وتصوير وغزل عيني عينك اله ياخذهن,1
مستخدم الرجال مستحي والبعض ماعندهم حياء  وجه يشتاط غضبا ,1
مستخدم حقير وجه مكبوت ينفث البخار من انفه  وجه بدموع الفرح  قلب مجروح ,1
مستخدم وثاني يستغل الأخبار وربطها بالولايه  وجه بقناع طبي ,0
